Epoch,Train_Loss,Train_Tar_Loss,Validation_Loss,Validation_Tar_Loss
1,0.08077073722242062,0.009314612950023065,0.032784950666573665,0.003174053925237563
2,0.02302809959426239,0.0024831550613668937,0.01651755434195727,0.0016719837683030953
3,0.01677863853505526,0.0018136340845022138,0.02601077849205756,0.003959735873192302
4,0.015366210136562586,0.0016404635424746958,0.013422484910547339,0.0014946635167610936
5,0.014505282464037038,0.0015173266053522014,0.01591301994669615,0.0014735260754376526
6,0.015024018771379846,0.0016304666828563324,0.016876450690459337,0.002061217671355837
7,0.013899554958843234,0.001468078548132049,0.011911712469693445,0.0010516214973157556
8,0.012248411746306111,0.0012230593777534343,0.012267912019488235,0.0011527112288869277
9,0.013822678752781774,0.001394071667689738,0.011892653748837132,0.001220188768764045
10,0.012748225692999568,0.001284483484675959,0.010155706831395921,0.0009816140612966646
11,0.012118069149603353,0.0012386353165128165,0.011049738027377437,0.0010287033079619155
12,0.011869665226428114,0.0012109675647725417,0.01787283384420027,0.0017402889099070765
13,0.011231764735823971,0.0011201427466884086,0.0134001984677296,0.001167937295221483
14,0.012008288135121756,0.001175478582373137,0.014084140955168285,0.0013767204639449444
15,0.011195839177321346,0.0011248938799499333,0.010789017721899594,0.0009565960526441699
16,0.011635545338415487,0.001100889908005094,0.009695739622554735,0.0008526271872533892
17,0.011569923705318695,0.0011373094910270617,0.009510142626919297,0.0008986342418090817
18,0.011049062573127873,0.0010662393035484874,0.009893659792149699,0.0009024138845709948
19,0.010872839473740343,0.0010732004673268023,0.01811897817579721,0.0014083455349488295
20,0.011143003088446908,0.0010364480675623077,0.009902877998322446,0.0008775058234440446
21,0.010641917391563322,0.0010190711730954807,0.011451242715181992,0.00111423101158973
22,0.011098770774412235,0.00110241351516372,0.010990317796807219,0.0010773058287222679
23,0.011312017946755478,0.0011218310969092922,0.009537973319371508,0.0009314588911751198
24,0.011376487015934215,0.0011094011632064287,0.011705767753416833,0.0009904668563498887
25,0.011210543717020422,0.0010910705707970823,0.010349728893303614,0.0008997829575654403
26,0.0103668617040358,0.0009972344028357125,0.01210329866665878,0.0008498764869029208
27,0.010431143895195295,0.0009934522912920783,0.009704774335051411,0.0009220364453064413
